                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     25,                 1.6075,                 4.8588,                0.90649,                      0,                      0,                      0,                      0,                 2.0497,                   4.79,                 1.0109,             0.00046254,             0.00046254,             0.00046254
                     26,                 1.4744,                 5.1838,                0.91998,                      0,                      0,                      0,                      0,                 1.9246,                 4.7444,                 0.9906,             0.00047111,             0.00047111,             0.00047111
                     27,                 1.7427,                 5.1676,                0.92589,                      0,                      0,                      0,                      0,                 1.5848,                 4.7124,                0.93169,             0.00047887,             0.00047887,             0.00047887
                     28,                 1.6052,                 4.9073,                0.92086,                      0,                      0,                      0,                      0,                 1.5848,                 4.7124,                0.93169,             0.00048583,             0.00048583,             0.00048583
                     29,                 1.4662,                 4.6649,                  0.889,                      0,                      0,                      0,                      0,                  1.535,                 4.6175,                0.90613,             0.00049198,             0.00049198,             0.00049198
                     30,                  1.493,                 4.5525,                0.89242,                      0,                      0,                      0,                      0,                 1.6931,                  4.542,                0.93768,             0.00049731,             0.00049731,             0.00049731
                     31,                 1.5095,                 5.2743,                0.89146,                      0,                      0,                      0,                      0,                 1.6931,                  4.542,                0.93768,             0.00050184,             0.00050184,             0.00050184
                     32,                 1.5009,                 4.5752,                0.89525,                      0,                      0,                      0,                      0,                 1.6196,                   4.51,                 0.9249,             0.00050557,             0.00050557,             0.00050557
                     33,                 1.3373,                 4.4942,                0.85965,                      0,                      0,                      0,                      0,                 1.4756,                  4.446,                0.90971,             0.00050848,             0.00050848,             0.00050848
                     34,                  1.577,                 4.3392,                0.90448,                      0,                      0,                      0,                      0,                 1.4756,                  4.446,                0.90971,             0.00051058,             0.00051058,             0.00051058
                     35,                 1.5501,                 4.3969,                0.88606,                      0,                      0,                      0,                      0,                 1.4899,                  4.438,                0.91592,             0.00051188,             0.00051188,             0.00051188
                     36,                 1.5056,                 4.2828,                0.89042,                0.00075,                0.15152,                0.00406,                0.00172,                 1.5313,                   4.39,                0.93467,             0.00051237,             0.00051237,             0.00051237
                     37,                 1.4207,                 4.2327,                0.89544,                0.00075,                0.15152,                0.00406,                0.00172,                 1.5313,                   4.39,                0.93467,             0.00051205,             0.00051205,             0.00051205
                     38,                 1.4846,                 4.4299,                0.90831,                  0.003,                0.33333,                0.15652,                0.06027,                 1.8153,                 4.3458,                0.98477,             0.00051092,             0.00051092,             0.00051092
                     39,                  1.615,                 3.9608,                0.91967,                 0.0031,                0.33333,                0.13957,                0.08343,                 1.7858,                 4.2018,                0.97664,             0.00050898,             0.00050898,             0.00050898
                     40,                 1.7293,                 4.5439,                0.89418,                 0.0031,                0.33333,                0.13957,                0.08343,                 1.7858,                 4.2018,                0.97664,             0.00050624,             0.00050624,             0.00050624
                     41,                 1.5082,                 4.2274,                 0.9159,                 0.0028,                0.33333,                0.08988,                0.06052,                 1.4513,                 4.1693,                0.91679,             0.00050268,             0.00050268,             0.00050268
                     42,                 1.5074,                 4.0371,                0.92428,                0.00834,                0.54545,                0.08363,                0.05261,                 1.4516,                  4.144,                0.92521,             0.00049832,             0.00049832,             0.00049832
                     43,                 1.3661,                 3.9745,                0.88958,                0.00834,                0.54545,                0.08363,                0.05261,                 1.4516,                  4.144,                0.92521,             0.00049315,             0.00049315,             0.00049315
                     44,                 1.4453,                 4.1778,                0.91126,                0.01689,                0.87879,                0.22368,                0.09488,                 1.7416,                 4.0395,                 0.9611,             0.00048717,             0.00048717,             0.00048717
                     45,                 1.3414,                 3.7755,                0.87185,                0.01689,                0.87879,                0.22368,                0.09488,                 1.7416,                 4.0395,                 0.9611,             0.00048038,             0.00048038,             0.00048038
                     46,                 1.3108,                 3.6426,                0.87375,                0.01871,                 0.9697,                0.42247,                0.17038,                 1.7662,                 3.9958,                0.95628,             0.00047278,             0.00047278,             0.00047278
                     47,                 1.3076,                 3.6861,                0.87401,                0.01871,                 0.9697,                0.42247,                0.17038,                 1.7662,                 3.9958,                0.95628,             0.00046438,             0.00046438,             0.00046438
                     48,                 1.2192,                 3.7048,                0.86377,                0.01758,                 0.9697,                0.68594,                0.36758,                 1.4693,                 3.8472,                0.91469,             0.00045517,             0.00045517,             0.00045517
                     49,                 1.3099,                 3.3102,                0.88368,                0.01758,                 0.9697,                0.68594,                0.36758,                 1.4693,                 3.8472,                0.91469,             0.00044515,             0.00044515,             0.00044515
                     50,                 1.1827,                 3.4608,                0.85276,                0.01604,                0.93939,                0.74624,                0.44899,                 1.5027,                 3.7077,                0.91781,             0.00043432,             0.00043432,             0.00043432
                     51,                 1.1546,                 3.3374,                0.86941,                0.01604,                0.93939,                0.74624,                0.44899,                 1.5027,                 3.7077,                0.91781,             0.00041849,             0.00041849,             0.00041849
                     52,                 1.2752,                 3.2448,                0.85459,                0.01479,                0.93939,                0.83346,                0.48728,                 1.6524,                 3.5897,                0.94292,             0.00039828,             0.00039828,             0.00039828
                     53,                 1.2677,                 3.4904,                0.87667,                0.01479,                0.93939,                0.83346,                0.48728,                 1.6524,                 3.5897,                0.94292,             0.00037807,             0.00037807,             0.00037807
                     54,                 1.3048,                 3.3913,                0.85678,                0.01383,                 0.9697,                0.95865,                 0.5522,                 1.7113,                 3.4558,                0.94856,             0.00035786,             0.00035786,             0.00035786
                     55,                 1.2414,                 3.1748,                0.85338,                0.01383,                 0.9697,                0.95865,                 0.5522,                 1.7113,                 3.4558,                0.94856,             0.00033765,             0.00033765,             0.00033765
                     56,                 1.1896,                 3.0856,                0.86287,                0.01325,                 0.9697,                0.96258,                0.53463,                 1.7847,                 3.4135,                0.96646,             0.00031744,             0.00031744,             0.00031744
                     57,                 1.1685,                 3.1073,                0.86108,                0.01325,                 0.9697,                0.96258,                0.53463,                 1.7847,                 3.4135,                0.96646,             0.00029723,             0.00029723,             0.00029723
                     58,                 1.1466,                 3.1258,                0.83148,                0.01298,                 0.9697,                0.96008,                0.53398,                 1.5592,                 3.2329,                  0.943,             0.00027702,             0.00027702,             0.00027702
                     59,                 1.1917,                 2.9364,                0.85563,                0.01298,                 0.9697,                0.96008,                0.53398,                 1.5592,                 3.2329,                  0.943,             0.00025681,             0.00025681,             0.00025681
                     60,                 1.1421,                 3.0266,                0.86492,                 0.9004,                0.93939,                 0.9055,                 0.5708,                 1.3352,                 3.0689,                0.90804,              0.0002366,              0.0002366,              0.0002366
                     61,                 1.3425,                 4.0148,                0.89943,                 0.9004,                0.93939,                 0.9055,                 0.5708,                 1.3352,                 3.0689,                0.90804,             0.00021639,             0.00021639,             0.00021639
                     62,                 1.4165,                 4.3251,                0.87521,                 0.9319,                 0.5613,                0.91451,                0.57368,                 1.3079,                 2.8923,                0.90823,             0.00019618,             0.00019618,             0.00019618
                     63,                 1.3491,                 4.5104,                 0.9249,                 0.9319,                 0.5613,                0.91451,                0.57368,                 1.3079,                 2.8923,                0.90823,             0.00017597,             0.00017597,             0.00017597
                     64,                 1.3116,                 4.8473,                0.88763,                0.95914,                0.60903,                0.95691,                0.55353,                 1.3683,                 2.7465,                0.91808,             0.00015576,             0.00015576,             0.00015576
                     65,                 1.2266,                 4.5994,                0.88673,                0.95914,                0.60903,                0.95691,                0.55353,                 1.3683,                 2.7465,                0.91808,             0.00013555,             0.00013555,             0.00013555
                     66,                 1.2026,                 5.0407,                0.87152,                0.95478,                0.83951,                0.95692,                0.56769,                 1.3942,                 2.6404,                0.92389,             0.00011534,             0.00011534,             0.00011534
                     67,                 1.2441,                 4.4318,                 0.8962,                0.95478,                0.83951,                0.95692,                0.56769,                 1.3942,                 2.6404,                0.92389,             9.5131e-05,             9.5131e-05,             9.5131e-05
                     68,                 1.2131,                 4.5076,                0.88034,                  0.948,                 0.9697,                0.95965,                0.57782,                 1.3719,                 2.5343,                0.92297,              7.492e-05,              7.492e-05,              7.492e-05
                     69,                 1.1247,                 4.4395,                0.87077,                  0.948,                 0.9697,                0.95965,                0.57782,                 1.3719,                 2.5343,                0.92297,              5.471e-05,              5.471e-05,              5.471e-05
                     70,                 1.2911,                  5.112,                0.90328,                0.93616,                 0.9697,                0.95965,                0.58703,                 1.3398,                 2.4172,                0.92025,               3.45e-05,               3.45e-05,               3.45e-05
