epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,45.4427,2.49791,9.6745,2.29558,0.00346,0.89103,0.01418,0.00513,1.57986,4.96002,2.11492,7.145e-05,7.145e-05,7.145e-05
2,78.9846,1.56608,6.98,1.43183,0.00318,1,0.42399,0.24584,1.04408,4.04874,1.13482,0.000155893,0.000155893,0.000155893
3,110.725,1.11052,6.03609,1.05115,0.00331,1,0.38425,0.25759,1.11672,4.00665,1.11058,0.000238922,0.000238922,0.000238922
4,135.961,1.12163,5.49263,1.0599,0.00336,1,0.42026,0.30649,0.98339,3.8802,1.00592,0.000320535,0.000320535,0.000320535
5,187.821,1.03419,5.37993,1.03212,0.00319,1,0.39314,0.26735,0.95792,3.86703,1.00667,0.000400734,0.000400734,0.000400734
6,215.661,1.04838,4.62223,1.02162,0.00359,1,0.44631,0.30234,0.88831,3.7542,0.97856,0.000479519,0.000479519,0.000479519
7,242.334,0.98773,4.79796,0.98863,0.00364,1,0.37743,0.25941,1.01591,3.86306,1.08439,0.000556888,0.000556888,0.000556888
8,274.005,0.9849,4.48077,0.97302,0.00349,1,0.42407,0.28362,1.00782,3.72548,1.11968,0.000632843,0.000632843,0.000632843
9,298.741,0.91351,4.20292,0.97114,0.0032,1,0.40907,0.28904,1.03582,3.58303,1.06636,0.000707384,0.000707384,0.000707384
10,330.469,1.00226,4.70292,0.96182,0.26789,1,0.49086,0.34406,1.1028,3.32074,1.07389,0.000780509,0.000780509,0.000780509
11,364.38,0.92722,3.73587,0.93171,0.29977,0.64103,0.40223,0.30089,0.94104,3.16746,1.07295,0.00085222,0.00085222,0.00085222
12,390.393,0.8384,4.03579,0.9419,0.3292,0.44964,0.42737,0.32904,0.90817,3.27161,0.98938,0.000922516,0.000922516,0.000922516
13,459.445,0.9059,4.17776,0.9546,0.87848,0.25641,0.4179,0.30668,0.89967,3.43152,0.97809,0.000991397,0.000991397,0.000991397
14,481.578,0.88895,3.57326,0.93124,0.64874,0.27415,0.44951,0.33978,0.91891,3.48219,1.01868,0.00105886,0.00105886,0.00105886
15,502.826,0.85999,3.6694,0.92603,0.68754,0.33744,0.41496,0.27899,1.08114,3.36895,1.04958,0.00112492,0.00112492,0.00112492
16,524.333,0.85337,3.42693,0.9308,0.31498,0.51515,0.41714,0.28204,1.06242,2.91718,1.08027,0.00118955,0.00118955,0.00118955
17,541.64,0.74002,3.34515,0.87272,0.28226,0.57576,0.4248,0.29859,1.03902,2.70599,1.1234,0.00124037,0.00124037,0.00124037
18,558.871,0.80305,3.08632,0.89875,0.65409,0.54092,0.41332,0.28636,1.1091,2.75311,1.1667,0.00122858,0.00122858,0.00122858
19,579.645,0.8977,3.42482,0.9385,0.60344,0.66667,0.40277,0.28862,0.97898,2.81071,1.11175,0.00121679,0.00121679,0.00121679
20,601.676,0.84634,3.23437,0.91023,0.62969,0.66667,0.41892,0.28426,1.11198,2.63264,1.18329,0.001205,0.001205,0.001205
21,624.841,0.85511,3.20409,0.94499,0.62523,0.64336,0.42583,0.31779,0.99584,2.36971,1.14007,0.00119322,0.00119322,0.00119322
22,646.369,0.81944,3.3161,0.90925,0.30021,0.69929,0.39443,0.28046,1.06091,2.43621,1.12128,0.00118143,0.00118143,0.00118143
23,668.327,0.72927,2.8249,0.88143,0.34445,0.86559,0.43336,0.29947,1.11843,2.3615,1.17003,0.00116964,0.00116964,0.00116964
24,686.952,0.71927,3.02746,0.88916,0.36015,0.89749,0.44133,0.32882,1.03075,2.37102,1.07984,0.00115785,0.00115785,0.00115785
25,715.343,0.72709,3.03326,0.8778,0.31785,0.83333,0.41858,0.30125,1.0868,2.37904,1.11211,0.00114606,0.00114606,0.00114606
26,746.876,0.73946,2.82,0.87749,0.60867,0.63636,0.43194,0.32703,0.96957,2.32585,1.10458,0.00113427,0.00113427,0.00113427
27,775.156,0.74211,2.7751,0.88169,0.30949,0.83333,0.46234,0.33441,0.97458,2.13637,1.04743,0.00112248,0.00112248,0.00112248
28,803.612,0.72014,2.86618,0.87765,0.35254,0.91667,0.52084,0.38332,0.87815,1.92654,1.02524,0.00111069,0.00111069,0.00111069
29,833.51,0.73562,2.59224,0.8746,0.39575,0.91667,0.54241,0.39831,0.95014,1.94614,1.06163,0.0010989,0.0010989,0.0010989
30,860.501,0.73513,2.82153,0.91403,0.36173,0.91381,0.50756,0.38117,1.02198,2.06318,1.02002,0.00108711,0.00108711,0.00108711
31,925.715,0.85576,2.60539,0.89987,0.35111,0.91667,0.49089,0.37512,0.9215,2.01992,1.02849,0.00107532,0.00107532,0.00107532
32,962.665,0.78505,2.7714,0.90281,0.32815,0.91667,0.51418,0.39901,0.88155,1.90087,0.9943,0.00106353,0.00106353,0.00106353
33,985.548,0.69306,2.46488,0.88856,0.32194,0.91667,0.51037,0.39289,0.9312,1.70991,0.99369,0.00105174,0.00105174,0.00105174
34,1012.6,0.6968,2.32731,0.89627,0.32506,0.91667,0.50226,0.36572,0.99799,1.4523,1.11216,0.00103995,0.00103995,0.00103995
35,1092.28,0.68939,2.33189,0.84636,0.32344,0.91667,0.4849,0.36881,0.93813,1.39324,1.09555,0.00102817,0.00102817,0.00102817
36,1122.76,0.65054,2.44268,0.84876,0.32438,0.91667,0.46223,0.34523,0.97402,1.40113,1.06111,0.00101638,0.00101638,0.00101638
37,1195.32,0.69892,2.45985,0.8659,0.32087,0.91667,0.45098,0.35152,0.84963,1.34545,1.00197,0.00100459,0.00100459,0.00100459
38,1220.49,0.70849,2.34194,0.8552,0.34541,0.91667,0.58988,0.4181,1.13148,1.28566,1.1084,0.000992798,0.000992798,0.000992798
39,1243.79,0.71655,2.18126,0.90714,0.36062,0.91667,0.5918,0.44828,0.99683,1.30362,1.05173,0.000981008,0.000981008,0.000981008
40,1267.66,0.64177,2.17806,0.85388,0.39775,0.8251,0.69756,0.54904,0.81782,1.41827,0.98302,0.000969219,0.000969219,0.000969219
41,1293.49,0.67761,2.20313,0.8527,0.41814,0.79545,0.67465,0.53981,0.81905,1.4691,0.97645,0.00095743,0.00095743,0.00095743
42,1322.27,0.66131,2.13043,0.85955,0.48115,0.81957,0.72591,0.58284,0.80577,1.31279,0.96642,0.000945641,0.000945641,0.000945641
43,1349.11,0.65417,1.95915,0.84853,0.39733,0.91667,0.7031,0.55269,0.9051,1.18834,1.01339,0.000933851,0.000933851,0.000933851
44,1367.39,0.67017,1.9051,0.87336,0.39959,0.91667,0.71992,0.55414,0.85482,0.924,0.97885,0.000922062,0.000922062,0.000922062
45,1409.03,0.69024,1.86258,0.8674,0.5108,0.91667,0.74924,0.59132,0.754,0.8352,0.95377,0.000910273,0.000910273,0.000910273
46,1490.61,0.65823,1.87351,0.88087,0.52287,0.91667,0.73684,0.56188,0.87979,0.76506,0.9921,0.000898484,0.000898484,0.000898484
47,1557.32,0.65878,1.84077,0.85832,0.57443,0.91667,0.74145,0.54721,0.92997,0.76703,0.99927,0.000886694,0.000886694,0.000886694
48,1585.66,0.67553,1.71418,0.90124,0.55842,0.91667,0.73948,0.57894,0.87913,0.69082,0.9637,0.000874905,0.000874905,0.000874905
49,1661.41,0.64029,1.59101,0.86032,0.61139,0.91667,0.75968,0.57282,0.96667,0.66729,1.0141,0.000863116,0.000863116,0.000863116
50,1692.47,0.67782,1.57414,0.85986,0.7039,0.83333,0.87327,0.68606,0.82543,0.651,0.9699,0.000851327,0.000851327,0.000851327
51,1717.36,0.64304,1.49354,0.8622,0.83045,0.91667,0.90699,0.70897,0.81897,0.69241,0.9565,0.000839537,0.000839537,0.000839537
52,1738.67,0.63295,1.62453,0.87064,0.81151,0.91667,0.92466,0.72024,0.94808,0.68379,0.99037,0.000827748,0.000827748,0.000827748
53,1759.49,0.5862,1.53262,0.86123,0.78122,0.91667,0.92655,0.71591,0.93299,0.67987,0.98248,0.000815959,0.000815959,0.000815959
54,1779.67,0.56483,1.39867,0.84306,0.77217,0.91667,0.93139,0.70963,0.9397,0.65459,0.98706,0.00080417,0.00080417,0.00080417
55,1800.14,0.55543,1.47475,0.8336,0.67974,0.82006,0.82681,0.63628,0.94195,0.74408,0.98274,0.00079238,0.00079238,0.00079238
56,1826.48,0.57397,1.43128,0.84074,0.60519,0.98267,0.75788,0.60363,0.79631,0.76162,0.95347,0.000780591,0.000780591,0.000780591
57,1853.38,0.59924,1.48688,0.85631,0.67062,0.83333,0.78342,0.62208,0.83329,0.69824,0.95341,0.000768802,0.000768802,0.000768802
58,1878.65,0.62894,1.38707,0.86905,0.78607,0.91667,0.9375,0.73808,0.79091,0.60037,0.98301,0.000757013,0.000757013,0.000757013
59,1902.14,0.56098,1.28964,0.83552,0.72056,0.89493,0.88753,0.69089,0.75663,0.6125,0.98604,0.000745223,0.000745223,0.000745223
60,1926.49,0.56932,1.30047,0.86649,0.6813,0.86427,0.83324,0.63749,0.78086,0.71719,0.97923,0.000733434,0.000733434,0.000733434
61,1948.1,0.56597,1.38837,0.83831,0.84662,0.88636,0.92738,0.7052,0.80595,0.6057,0.99603,0.000721645,0.000721645,0.000721645
62,1972.02,0.58172,1.36962,0.85071,0.9164,0.86925,0.9462,0.73331,0.80348,0.60913,0.98554,0.000709856,0.000709856,0.000709856
63,1994.5,0.59358,1.24894,0.84625,0.91694,0.88636,0.94409,0.74498,0.78377,0.5798,0.9587,0.000698066,0.000698066,0.000698066
64,2017.45,0.57555,1.24426,0.81533,0.95965,0.88636,0.92219,0.68297,0.98445,0.63094,1.02438,0.000686277,0.000686277,0.000686277
65,2035.76,0.57901,1.36036,0.8613,0.92831,0.90156,0.9462,0.69857,0.98515,0.59486,1.01558,0.000674488,0.000674488,0.000674488
66,2057.84,0.55814,1.10654,0.85309,0.94032,0.91667,0.97833,0.72771,0.93215,0.53531,0.98088,0.000662699,0.000662699,0.000662699
67,2129.04,0.54604,1.08471,0.84324,0.88335,0.98151,0.995,0.75475,0.87107,0.55894,0.96425,0.000650909,0.000650909,0.000650909
68,2172.34,0.51324,1.07498,0.84654,0.95901,0.91667,0.97833,0.77941,0.75619,0.48892,0.95426,0.00063912,0.00063912,0.00063912
69,2198.93,0.52889,1.09042,0.84716,0.94099,0.99184,0.995,0.79766,0.73162,0.47718,0.96279,0.000627331,0.000627331,0.000627331
70,2227.47,0.54356,1.15152,0.83618,0.87882,0.98682,0.995,0.78537,0.81739,0.54832,0.96978,0.000615542,0.000615542,0.000615542
71,2254.77,0.54674,1.21596,0.84447,0.87871,0.98551,0.995,0.77392,0.86319,0.57214,0.96985,0.000603752,0.000603752,0.000603752
72,2285.93,0.49305,1.05745,0.82897,0.9356,0.98763,0.995,0.74845,0.88538,0.50511,0.97796,0.000591963,0.000591963,0.000591963
73,2316.89,0.52281,1.04702,0.83016,0.96725,0.99439,0.995,0.75199,0.93347,0.49646,0.98847,0.000580174,0.000580174,0.000580174
74,2340.63,0.47624,0.96335,0.82661,0.96461,0.91667,0.97833,0.75712,0.79145,0.47033,0.94766,0.000568385,0.000568385,0.000568385
75,2367.93,0.5075,1.01024,0.83188,0.95716,0.91667,0.96722,0.77404,0.73951,0.46917,0.95307,0.000556595,0.000556595,0.000556595
76,2391.19,0.55775,1.06177,0.83481,0.95697,0.91667,0.97833,0.75881,0.80977,0.4899,0.992,0.000544806,0.000544806,0.000544806
77,2412.14,0.515,1.02324,0.83249,0.95806,0.95766,0.995,0.74116,0.86706,0.48975,1.01152,0.000533017,0.000533017,0.000533017
78,2438.68,0.53888,1.01365,0.8494,0.95034,0.98734,0.995,0.79819,0.75192,0.45258,0.96765,0.000521228,0.000521228,0.000521228
79,2466.1,0.58241,1.00527,0.84294,0.95428,0.99276,0.995,0.7938,0.75541,0.45553,0.9673,0.000509438,0.000509438,0.000509438
80,2491.37,0.52093,0.99367,0.82856,0.92323,0.91667,0.96722,0.72804,0.92665,0.52118,1.01582,0.000497649,0.000497649,0.000497649
81,2509.5,0.51428,0.96573,0.83511,0.89842,0.99656,0.97833,0.71255,1.01535,0.52217,1.05127,0.00048586,0.00048586,0.00048586
82,2528.19,0.53874,0.9751,0.84009,0.9565,0.89041,0.97833,0.72719,0.88636,0.48949,1.00678,0.000474071,0.000474071,0.000474071
83,2549.52,0.48579,0.92417,0.82433,0.95776,0.89013,0.97833,0.7888,0.78734,0.49208,0.97105,0.000462281,0.000462281,0.000462281
84,2571.07,0.51751,0.93999,0.83697,0.9882,0.88969,0.97833,0.78075,0.77132,0.47647,0.95101,0.000450492,0.000450492,0.000450492
85,2592.7,0.52604,0.91251,0.84199,0.99086,0.89204,0.97833,0.76035,0.84024,0.46302,0.96563,0.000438703,0.000438703,0.000438703
