                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     40,                0.42731,                0.62982,                0.83747,                0.99625,                0.99422,                0.99389,                0.91531,                0.42539,                0.30524,                0.84381,             0.00028027,             0.00028027,             0.00028027
                     41,                 0.4166,                0.60137,                0.83536,                0.99639,                 0.9937,                0.99402,                0.92404,                0.39982,                0.29753,                0.83549,             0.00027143,             0.00027143,             0.00027143
                     42,                0.40986,                0.55135,                0.83204,                 0.9958,                0.99196,                0.99364,                0.91902,                0.39964,                0.30915,                0.83679,             0.00026259,             0.00026259,             0.00026259
                     43,                0.40858,                0.58934,                 0.8336,                0.99477,                0.99345,                0.99339,                0.91653,                0.42795,                0.30318,                0.84778,             0.00025375,             0.00025375,             0.00025375
                     44,                 0.4049,                0.57092,                0.83502,                0.99464,                0.99385,                0.99381,                0.92524,                0.39629,                0.29394,                0.83517,             0.00024491,             0.00024491,             0.00024491
                     45,                0.40169,                0.62529,                0.83531,                0.99211,                0.99142,                0.99393,                0.91994,                0.40902,                0.30077,                0.83667,             0.00023607,             0.00023607,             0.00023607
                     46,                0.40812,                0.55262,                0.83418,                0.99693,                0.99419,                0.99417,                0.92123,                0.41738,                0.29122,                0.83704,             0.00022723,             0.00022723,             0.00022723
                     47,                0.39699,                0.55663,                0.83468,                0.99682,                0.99376,                0.99441,                0.92608,                0.39443,                0.28897,                0.83242,             0.00021839,             0.00021839,             0.00021839
                     48,                 0.3943,                0.54225,                0.83054,                0.99557,                 0.9939,                0.99433,                0.92564,                0.40519,                0.28965,                0.83452,             0.00020955,             0.00020955,             0.00020955
                     49,                0.39272,                0.54868,                0.82804,                0.99208,                0.99478,                0.99425,                0.92484,                 0.3974,                 0.2908,                0.83511,             0.00020071,             0.00020071,             0.00020071
                     50,                0.38738,                0.54167,                0.83342,                0.99691,                0.99537,                0.99414,                0.92583,                0.40102,                0.28364,                0.83612,             0.00019188,             0.00019188,             0.00019188
                     51,                0.38503,                0.54055,                0.83359,                0.99633,                0.99567,                0.99483,                0.92958,                0.39436,                0.29476,                0.83486,             0.00018304,             0.00018304,             0.00018304
                     52,                0.39192,                0.53465,                0.83318,                0.99691,                0.99475,                 0.9948,                0.92713,                0.39344,                0.27989,                0.83415,              0.0001742,              0.0001742,              0.0001742
                     53,                0.37826,                0.51233,                0.83366,                0.99696,                0.99563,                 0.9948,                0.93208,                0.38256,                0.27137,                0.83229,             0.00016536,             0.00016536,             0.00016536
                     54,                0.39572,                0.49797,                0.83655,                0.99679,                0.99557,                0.99473,                0.92377,                0.40151,                0.28213,                0.83465,             0.00015652,             0.00015652,             0.00015652
                     55,                0.38402,                0.50239,                0.82627,                0.99683,                0.99544,                0.99473,                0.92947,                0.39801,                0.27977,                0.83492,             0.00014768,             0.00014768,             0.00014768
                     56,                0.36959,                0.49378,                0.83072,                 0.9971,                0.99574,                0.99487,                0.93289,                0.38716,                0.27547,                0.83353,             0.00013884,             0.00013884,             0.00013884
                     57,                 0.3688,                 0.5224,                0.82749,                0.99716,                0.99523,                  0.995,                0.92978,                0.39068,                0.27734,                0.83256,                0.00013,                0.00013,                0.00013
                     58,                0.36307,                 0.5304,                0.82802,                0.99693,                 0.9957,                0.99495,                0.93387,                0.38269,                0.27299,                0.83067,             0.00012116,             0.00012116,             0.00012116
                     59,                0.35619,                0.50666,                0.82653,                0.99599,                0.99477,                0.99491,                0.92921,                0.38311,                0.26967,                0.83205,             0.00011232,             0.00011232,             0.00011232
                     60,                0.36684,                0.47883,                0.83078,                0.99588,                0.99455,                0.99491,                0.93563,                0.37859,                 0.2676,                0.82911,             0.00010348,             0.00010348,             0.00010348
                     61,                0.34763,                0.55519,                0.81842,                0.99646,                0.99537,                 0.9948,                0.93061,                0.37943,                0.27258,                0.82982,             9.4643e-05,             9.4643e-05,             9.4643e-05
                     62,                0.33897,                0.56796,                0.81837,                0.99688,                 0.9957,                0.99491,                0.93344,                0.38577,                0.27689,                0.83129,             8.5804e-05,             8.5804e-05,             8.5804e-05
                     63,                0.33656,                0.62174,                0.82316,                0.99648,                 0.9954,                0.99487,                0.93539,                0.38048,                0.27207,                0.82964,             7.6964e-05,             7.6964e-05,             7.6964e-05
                     64,                0.33865,                0.62162,                0.82113,                0.99589,                0.99576,                0.99487,                0.93076,                 0.3802,                0.27183,                0.82797,             6.8125e-05,             6.8125e-05,             6.8125e-05
                     65,                0.33481,                0.54232,                0.80923,                0.99629,                0.99577,                  0.995,                0.93531,                0.37184,                0.26655,                0.82646,             5.9286e-05,             5.9286e-05,             5.9286e-05
                     66,                0.32436,                0.55861,                0.81618,                0.99639,                0.99465,                0.99491,                0.93607,                0.36968,                 0.2657,                 0.8245,             5.0446e-05,             5.0446e-05,             5.0446e-05
                     67,                0.32516,                0.55954,                0.81387,                0.99635,                0.99454,                0.99483,                0.93537,                0.37457,                 0.2656,                0.82597,             4.1607e-05,             4.1607e-05,             4.1607e-05
                     68,                0.33319,                0.51415,                0.81736,                0.99584,                0.99578,                  0.995,                0.93207,                0.37575,                0.26227,                0.82678,             3.2768e-05,             3.2768e-05,             3.2768e-05
                     69,                0.32292,                0.50061,                0.80991,                0.99594,                 0.9955,                  0.995,                 0.9363,                0.36843,                 0.2593,                0.82625,             2.3929e-05,             2.3929e-05,             2.3929e-05
                     70,                0.32098,                0.51171,                 0.8153,                0.99598,                 0.9951,                  0.995,                0.93298,                0.36676,                0.25597,                0.82589,             1.5089e-05,             1.5089e-05,             1.5089e-05
