epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,9.24152,3.87208,10.2493,3.25083,0,0,0,0,3.51412,6.07861,3.17614,1.25e-05,1.25e-05,1.25e-05
2,17.2802,4.13095,9.76569,3.42434,0,0,0,0,3.53025,6.08571,3.19593,3.69696e-05,3.69696e-05,3.69696e-05
3,25.1596,3.96136,10.587,3.29578,0,0,0,0,3.191,6.01501,3.04659,6.07321e-05,6.07321e-05,6.07321e-05
4,32.7438,3.44055,9.7274,2.99742,0,0,0,0,2.77965,5.64266,2.84482,8.37875e-05,8.37875e-05,8.37875e-05
5,40.046,2.84868,7.70786,2.46037,0,0,0,0,2.26798,5.35571,2.563,0.000106136,0.000106136,0.000106136
6,47.299,2.28908,6.59831,2.03087,0,0,0,0,2.11602,5.18001,2.27824,0.000127777,0.000127777,0.000127777
7,54.1811,2.14123,6.35691,1.80264,0,0,0,0,2.07755,4.99792,2.08778,0.000148711,0.000148711,0.000148711
8,60.9214,1.85621,5.86111,1.54562,0,0,0,0,1.87385,4.94009,1.77619,0.000168938,0.000168938,0.000168938
9,67.8451,1.61289,5.64072,1.34885,0,0,0,0,1.77596,4.8287,1.58657,0.000188457,0.000188457,0.000188457
10,75.0719,1.51164,5.11241,1.27569,0.00073,0.21212,0.00117,0.00025,1.69949,4.6239,1.4215,0.00020727,0.00020727,0.00020727
11,82.2855,1.58931,5.27322,1.24995,0.00115,0.33333,0.0104,0.00311,1.69009,4.3982,1.30686,0.000225375,0.000225375,0.000225375
12,89.649,1.44375,4.99163,1.1888,0.22337,0.57576,0.44552,0.16304,1.58534,4.26002,1.21196,0.000242773,0.000242773,0.000242773
13,96.8252,1.54782,4.96004,1.20509,0.09058,0.66667,0.56445,0.20747,1.55691,4.23813,1.19078,0.000259464,0.000259464,0.000259464
14,103.958,1.40233,4.72552,1.11815,0.05672,0.66667,0.56519,0.21357,1.53827,4.175,1.17602,0.000275448,0.000275448,0.000275448
15,111.332,1.23401,4.23548,1.07449,0.05356,0.66667,0.62231,0.2693,1.48555,4.11304,1.13885,0.000290725,0.000290725,0.000290725
16,118.726,1.28867,4.03734,1.06514,0.05073,0.66667,0.64797,0.38058,1.43332,4.04512,1.08838,0.000305295,0.000305295,0.000305295
17,126.115,1.26454,3.39139,1.03414,0.05409,0.63636,0.50874,0.35703,1.39303,4.02538,1.05267,0.000319157,0.000319157,0.000319157
18,133.492,1.27281,3.86217,1.0574,0.05435,0.66667,0.50486,0.28963,1.33358,3.97385,1.00725,0.000332312,0.000332312,0.000332312
19,140.678,1.19515,3.44516,1.01984,0.09094,0.69697,0.44472,0.26928,1.20585,3.96099,0.96072,0.000344761,0.000344761,0.000344761
20,148.407,1.31079,3.23621,1.08603,0.09553,0.78788,0.57684,0.33888,1.13803,3.90558,0.91394,0.000356502,0.000356502,0.000356502
21,155.893,1.17242,3.25135,1.01945,0.14,1,0.70057,0.43409,1.20392,3.84954,0.9037,0.000367536,0.000367536,0.000367536
22,163.728,1.16854,3.28689,1.0174,0.11182,1,0.70957,0.45007,1.26317,3.83875,0.92576,0.000377863,0.000377863,0.000377863
