                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     17,                0.51885,                0.87141,                0.84993,                0.97533,                0.98072,                0.98996,                 0.8878,                0.47812,                0.43549,                  0.858,             0.00047269,             0.00047269,             0.00047269
                     18,                0.50811,                0.84672,                0.85642,                0.98327,                0.98772,                0.99115,                0.89512,                0.47768,                0.41414,                0.86402,             0.00046317,             0.00046317,             0.00046317
                     19,                0.50208,                0.80906,                0.85631,                0.98778,                0.98619,                0.99263,                0.89831,                0.47034,                0.40147,                0.86189,             0.00045365,             0.00045365,             0.00045365
                     20,                0.49267,                0.84207,                0.85902,                0.98844,                0.98187,                0.99347,                0.89562,                0.49306,                0.40866,                 0.8646,             0.00044413,             0.00044413,             0.00044413
                     21,                0.48781,                0.82702,                0.85592,                0.98738,                0.99275,                 0.9943,                0.89991,                0.47569,                0.39262,                 0.8549,             0.00043462,             0.00043462,             0.00043462
                     22,                0.48528,                 0.7804,                0.84858,                0.97527,                0.98436,                0.99422,                0.90148,                0.48579,                0.39498,                0.85321,              0.0004251,              0.0004251,              0.0004251
                     23,                0.48853,                0.86301,                0.85269,                0.98322,                  0.986,                0.99425,                0.89803,                0.47827,                0.41092,                0.85641,             0.00041558,             0.00041558,             0.00041558
                     24,                0.48068,                0.81647,                0.85421,                0.98648,                 0.9945,                0.99301,                0.90473,                0.44609,                0.39329,                0.84522,             0.00040606,             0.00040606,             0.00040606
                     25,                0.49557,                 0.7715,                0.85029,                0.97259,                0.98157,                0.99168,                0.90011,                0.45626,                0.39677,                0.85848,             0.00039654,             0.00039654,             0.00039654
                     26,                0.50558,                0.78066,                0.85066,                0.99331,                0.99537,                0.99299,                0.88241,                0.48561,                0.38307,                0.86004,             0.00038702,             0.00038702,             0.00038702
                     27,                0.51016,                0.83517,                0.85336,                0.99514,                0.98748,                0.99176,                0.90386,                0.45767,                0.37345,                0.85508,              0.0003775,              0.0003775,              0.0003775
                     28,                0.47663,                0.72783,                0.84409,                0.97701,                0.99245,                0.99244,                0.90303,                0.46612,                0.37418,                0.86202,             0.00036798,             0.00036798,             0.00036798
                     29,                0.46688,                0.70755,                0.83879,                0.98434,                0.99463,                 0.9932,                0.90832,                0.45656,                0.37403,                0.84542,             0.00035846,             0.00035846,             0.00035846
                     30,                0.45724,                0.70463,                 0.8396,                0.99564,                0.99344,                0.99381,                0.91101,                0.43778,                0.35146,                0.84183,             0.00034894,             0.00034894,             0.00034894
                     31,                0.46362,                0.68611,                0.84889,                0.99604,                0.99319,                0.99449,                0.90969,                0.44269,                0.35291,                0.84407,             0.00033942,             0.00033942,             0.00033942
                     32,                0.45449,                 0.6599,                0.84664,                0.99412,                0.99356,                0.99379,                0.90982,                0.43523,                0.35465,                 0.8461,              0.0003299,              0.0003299,              0.0003299
                     33,                0.44002,                0.67156,                0.84181,                0.99469,                0.99351,                0.99474,                0.91334,                0.44049,                0.35936,                0.84515,             0.00032038,             0.00032038,             0.00032038
                     34,                 0.4292,                0.67109,                0.83752,                0.99514,                0.99438,                0.99454,                0.91013,                0.44475,                0.34283,                0.84673,             0.00031087,             0.00031087,             0.00031087
                     35,                0.44637,                0.66193,                0.83734,                0.99392,                0.99435,                0.99442,                0.90573,                0.44078,                0.34102,                0.84564,             0.00030135,             0.00030135,             0.00030135
                     36,                0.44486,                 0.6609,                0.84875,                0.99549,                0.99532,                0.99478,                0.91451,                0.43459,                0.34976,                0.84269,             0.00029183,             0.00029183,             0.00029183
                     37,                0.44472,                0.66673,                 0.8452,                0.99609,                 0.9934,                  0.995,                0.92014,                0.42304,                0.33288,                 0.8389,             0.00028231,             0.00028231,             0.00028231
                     38,                0.43405,                0.64124,                0.82875,                0.99532,                0.99531,                0.99489,                0.91506,                0.42689,                0.32912,                0.83708,             0.00027279,             0.00027279,             0.00027279
                     39,                0.44651,                 0.6314,                0.83592,                0.99474,                0.99537,                0.99484,                0.92026,                0.42849,                0.33409,                0.84041,             0.00026327,             0.00026327,             0.00026327
                     40,                0.43601,                0.61916,                0.83572,                0.98988,                0.99267,                0.99491,                0.92148,                0.41246,                0.33534,                0.83455,             0.00025375,             0.00025375,             0.00025375
                     41,                0.42724,                 0.5992,                0.83359,                0.99534,                0.99239,                  0.995,                0.92056,                0.40924,                0.31621,                0.83187,             0.00024423,             0.00024423,             0.00024423
                     42,                0.41947,                0.55267,                 0.8348,                0.99395,                0.99458,                  0.995,                0.92348,                0.41563,                0.32359,                0.83643,             0.00023471,             0.00023471,             0.00023471
                     43,                0.42243,                0.58802,                0.83536,                0.99714,                0.99566,                  0.995,                0.91802,                0.42179,                0.32428,                0.84004,             0.00022519,             0.00022519,             0.00022519
                     44,                 0.4113,                0.56298,                0.83623,                0.99628,                0.99543,                  0.995,                0.91941,                0.40581,                0.31524,                0.83348,             0.00021567,             0.00021567,             0.00021567
                     45,                0.42222,                0.64108,                 0.8364,                0.99691,                0.99562,                  0.995,                0.92769,                0.40071,                0.30821,                0.82962,             0.00020615,             0.00020615,             0.00020615
                     46,                0.41148,                0.55631,                0.82994,                0.99622,                0.99393,                0.99449,                0.91885,                0.42332,                0.31416,                0.83659,             0.00019663,             0.00019663,             0.00019663
                     47,                0.39887,                0.55603,                0.82932,                0.99642,                0.99474,                  0.995,                0.92481,                 0.4004,                0.31882,                 0.8327,             0.00018712,             0.00018712,             0.00018712
                     48,                0.40708,                 0.5478,                 0.8311,                0.99653,                0.99449,                0.99467,                0.92362,                0.40273,                0.30678,                0.83308,              0.0001776,              0.0001776,              0.0001776
                     49,                0.39674,                0.54215,                0.83012,                0.99667,                0.99564,                  0.995,                0.92444,                0.40769,                 0.3093,                0.83626,             0.00016808,             0.00016808,             0.00016808
                     50,                0.40391,                0.54344,                0.83402,                0.99554,                0.99574,                0.99495,                0.92213,                0.41139,                0.30933,                0.83828,             0.00015856,             0.00015856,             0.00015856
                     51,                 0.3961,                0.55397,                0.83482,                 0.9963,                0.99528,                  0.995,                0.92269,                 0.4044,                0.31138,                0.83374,             0.00014904,             0.00014904,             0.00014904
                     52,                 0.4047,                 0.5445,                0.82852,                0.99674,                0.99569,                  0.995,                0.92919,                0.39698,                0.29849,                0.83201,             0.00013952,             0.00013952,             0.00013952
                     53,                0.38858,                0.51902,                0.82846,                0.99696,                0.99563,                  0.995,                0.93071,                 0.3969,                0.29623,                0.83136,                0.00013,                0.00013,                0.00013
                     54,                0.40357,                0.50472,                0.83417,                0.99732,                0.99561,                  0.995,                0.92428,                0.39946,                0.29846,                0.83236,             0.00012048,             0.00012048,             0.00012048
                     55,                0.38778,                0.51486,                0.82003,                0.99664,                0.99564,                  0.995,                0.92674,                0.39766,                0.29476,                0.83351,             0.00011096,             0.00011096,             0.00011096
                     56,                0.36773,                0.57142,                0.82769,                0.99633,                0.99569,                  0.995,                0.92748,                0.39848,                0.29512,                0.83182,             0.00010144,             0.00010144,             0.00010144
                     57,                0.36152,                0.66465,                0.81222,                0.99691,                0.99558,                  0.995,                0.92272,                0.41017,                0.30145,                0.83415,             9.1923e-05,             9.1923e-05,             9.1923e-05
                     58,                0.35873,                0.57067,                0.81434,                0.99668,                0.99554,                  0.995,                0.92504,                0.39926,                0.29389,                0.83183,             8.2404e-05,             8.2404e-05,             8.2404e-05
                     59,                 0.3645,                0.57248,                0.82377,                0.99615,                0.99562,                  0.995,                0.92951,                0.39174,                0.29643,                0.82939,             7.2885e-05,             7.2885e-05,             7.2885e-05
                     60,                0.36294,                0.55506,                0.82778,                0.99495,                0.99587,                  0.995,                0.92196,                0.40745,                0.30054,                0.83238,             6.3365e-05,             6.3365e-05,             6.3365e-05
                     61,                 0.3499,                0.54837,                0.82123,                0.99632,                 0.9956,                  0.995,                0.93285,                0.38562,                0.28816,                 0.8288,             5.3846e-05,             5.3846e-05,             5.3846e-05
                     62,                0.34728,                0.56195,                 0.8256,                0.99636,                0.99583,                  0.995,                0.92922,                0.38798,                0.28783,                0.82904,             4.4327e-05,             4.4327e-05,             4.4327e-05
                     63,                0.34192,                0.61823,                0.82115,                0.99684,                0.99565,                  0.995,                0.93039,                0.38151,                0.28222,                0.82835,             3.4808e-05,             3.4808e-05,             3.4808e-05
                     64,                0.33438,                0.60487,                0.81535,                0.99697,                0.99568,                  0.995,                0.93148,                0.37882,                0.28357,                0.82862,             2.5288e-05,             2.5288e-05,             2.5288e-05
                     65,                0.33471,                0.53756,                0.81493,                0.99671,                0.99576,                  0.995,                0.93113,                 0.3778,                0.28358,                0.82762,             1.5769e-05,             1.5769e-05,             1.5769e-05
