                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.4622,                 4.7875,                 1.0648,                      0,                      0,                      0,                      0,                0.75654,                 4.2952,                0.88182,              8.125e-05,              8.125e-05,              8.125e-05
                      2,                 1.0415,                 4.3044,                0.93188,                      0,                      0,                      0,                      0,                0.73722,                 4.2884,                0.86923,             0.00016541,             0.00016541,             0.00016541
                      3,                0.96906,                 3.9117,                0.90934,                 0.0325,                0.35836,                0.06609,                0.04917,                 0.7829,                 4.1397,                0.84015,              0.0002461,              0.0002461,              0.0002461
                      4,                 1.0401,                 3.4492,                0.89928,                0.02196,                0.52319,                0.09023,                0.04984,                0.80196,                 4.1316,                0.85291,             0.00032333,             0.00032333,             0.00032333
                      5,                 0.9714,                 2.8796,                0.89382,                0.01942,                0.48743,                0.08976,                 0.0561,                0.79238,                 4.0431,                0.85363,              0.0003971,              0.0003971,              0.0003971
                      6,                0.94306,                 2.6616,                0.89251,                0.01653,                0.66445,                0.17187,                0.11834,                0.75365,                 3.8093,                0.84244,             0.00046739,             0.00046739,             0.00046739
                      7,                0.85124,                 2.2634,                0.88537,                0.01548,                0.78077,                0.32388,                0.23938,                0.74933,                 3.6468,                0.84645,             0.00053423,             0.00053423,             0.00053423
                      8,                0.84045,                 2.1008,                0.88141,                0.01554,                0.99124,                0.52172,                0.42786,                0.71406,                 3.1303,                0.84931,             0.00053838,             0.00053838,             0.00053838
                      9,                0.80422,                  1.891,                0.86731,                0.88534,                0.10474,                0.61166,                 0.4998,                0.75736,                 2.7119,                0.85568,               0.000526,               0.000526,               0.000526
                     10,                0.77947,                 1.7228,                0.87419,                0.59622,                0.45639,                0.64004,                0.53475,                0.74172,                 2.1907,                0.85239,             0.00051363,             0.00051363,             0.00051363
                     11,                0.75574,                 1.6481,                0.86516,                0.60055,                0.59982,                0.69535,                0.57936,                0.76642,                  1.811,                0.87147,             0.00050125,             0.00050125,             0.00050125
                     12,                0.77151,                 1.5264,                0.87551,                0.68275,                0.69993,                 0.7443,                0.62852,                0.72316,                  1.467,                 0.8537,             0.00048888,             0.00048888,             0.00048888
                     13,                0.72459,                 1.4183,                0.85212,                0.68823,                 0.7175,                0.77873,                0.65558,                0.70348,                 1.2913,                0.85385,              0.0004765,              0.0004765,              0.0004765
                     14,                0.74174,                 1.4146,                0.86402,                0.66698,                0.78003,                0.81774,                0.70245,                0.69023,                 1.1949,                0.85215,             0.00046413,             0.00046413,             0.00046413
                     15,                0.66981,                 1.2962,                0.84722,                0.74056,                0.76449,                0.84433,                 0.7274,                0.67276,                 1.0939,                0.85243,             0.00045175,             0.00045175,             0.00045175
                     16,                0.68903,                 1.3043,                0.85259,                0.68658,                 0.8255,                0.83897,                0.72515,                0.64743,                0.96577,                0.84229,             0.00043937,             0.00043937,             0.00043937
                     17,                0.69734,                  1.172,                0.85836,                0.70268,                0.83082,                0.85235,                  0.737,                0.66165,                0.92914,                0.84525,               0.000427,               0.000427,               0.000427
                     18,                 0.6792,                 1.1549,                0.84702,                0.82709,                0.82146,                0.91322,                 0.7988,                0.61367,                0.82566,                0.84299,             0.00041462,             0.00041462,             0.00041462
                     19,                0.67415,                 1.1326,                0.84297,                 0.7531,                0.85041,                0.87953,                0.76855,                0.62456,                0.95032,                0.84442,             0.00040225,             0.00040225,             0.00040225
                     20,                0.64647,                 1.0867,                0.84316,                0.79836,                0.89173,                0.92754,                0.80667,                 0.6059,                0.89099,                0.84605,             0.00038988,             0.00038988,             0.00038988
                     21,                0.61769,                 1.0898,                0.83797,                0.83751,                0.90809,                0.94517,                0.82921,                0.59268,                0.83957,                0.83973,              0.0003775,              0.0003775,              0.0003775
                     22,                0.62989,                 1.0381,                 0.8327,                0.85063,                  0.892,                 0.9405,                0.83094,                0.58341,                0.82756,                0.83422,             0.00036513,             0.00036513,             0.00036513
