epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
26,2811.71,0.37862,0.77576,0.81199,0.99845,1,0.995,0.94298,0.33494,0.4146,0.76388,0.000721645,0.000721645,0.000721645
27,2923.94,0.3584,0.75221,0.80959,0.99784,1,0.995,0.96132,0.30443,0.39032,0.7505,0.000693351,0.000693351,0.000693351
28,2995.34,0.36079,0.73549,0.80753,0.99841,1,0.995,0.94295,0.35682,0.3532,0.75607,0.000665057,0.000665057,0.000665057
29,3102.03,0.34509,0.7251,0.80517,0.9987,1,0.995,0.96531,0.26354,0.31939,0.74115,0.000636762,0.000636762,0.000636762
30,3217.24,0.33368,0.69271,0.8057,0.99787,1,0.995,0.96287,0.29287,0.33706,0.74728,0.000608468,0.000608468,0.000608468
31,3332.39,0.33088,0.66087,0.8108,0.99813,1,0.995,0.97086,0.26134,0.3289,0.74749,0.000580174,0.000580174,0.000580174
32,3446.38,0.3294,0.65838,0.8038,0.99874,1,0.995,0.97161,0.28493,0.33032,0.74784,0.00055188,0.00055188,0.00055188
33,3507.52,0.31569,0.6553,0.79989,0.99802,1,0.995,0.94954,0.30031,0.32693,0.74589,0.000523586,0.000523586,0.000523586
34,3572.85,0.32567,0.65612,0.80432,0.99859,1,0.995,0.9717,0.27015,0.30595,0.74587,0.000495291,0.000495291,0.000495291
35,3682.51,0.31904,0.62904,0.80483,0.99871,1,0.995,0.97,0.2739,0.30755,0.7508,0.000466997,0.000466997,0.000466997
36,3772.97,0.2962,0.60058,0.79405,0.99879,1,0.995,0.95477,0.27866,0.288,0.75123,0.000438703,0.000438703,0.000438703
37,3864.84,0.28336,0.59629,0.7908,0.99861,1,0.995,0.97289,0.24326,0.28568,0.74633,0.000410409,0.000410409,0.000410409
38,3979.91,0.27576,0.56705,0.80014,0.99839,1,0.995,0.98335,0.23985,0.28649,0.74414,0.000382115,0.000382115,0.000382115
39,4092.37,0.26848,0.56179,0.78712,0.99856,1,0.995,0.9833,0.24608,0.28733,0.74743,0.00035382,0.00035382,0.00035382
40,4167.61,0.26061,0.54582,0.79109,0.99859,1,0.995,0.98382,0.23029,0.27892,0.74426,0.000325526,0.000325526,0.000325526
41,4310.34,0.28818,0.76879,0.79601,0.99839,1,0.995,0.98278,0.23495,0.29189,0.74158,0.000297232,0.000297232,0.000297232
42,4424.91,0.26228,0.78252,0.78843,0.99857,1,0.995,0.98571,0.22797,0.28833,0.73811,0.000268938,0.000268938,0.000268938
43,4541.67,0.24528,0.73295,0.79994,0.99856,1,0.995,0.98426,0.226,0.24573,0.73844,0.000240644,0.000240644,0.000240644
44,4647.88,0.25165,0.71321,0.79282,0.99844,1,0.995,0.97843,0.24145,0.25915,0.7354,0.000212349,0.000212349,0.000212349
45,4763.07,0.24949,0.70013,0.79037,0.9985,1,0.995,0.9833,0.21809,0.25168,0.73186,0.000184055,0.000184055,0.000184055
46,4880.38,0.24778,0.71166,0.79652,0.99848,1,0.995,0.98376,0.2141,0.25302,0.73024,0.000155761,0.000155761,0.000155761
47,4988.39,0.23571,0.66712,0.78435,0.9985,1,0.995,0.98386,0.21529,0.244,0.7317,0.000127467,0.000127467,0.000127467
48,5105.98,0.22667,0.6652,0.77366,0.99846,1,0.995,0.98286,0.20721,0.24478,0.73425,9.91726e-05,9.91726e-05,9.91726e-05
49,5229.14,0.23425,0.67203,0.78806,0.99843,1,0.995,0.98269,0.20498,0.24773,0.73364,7.08784e-05,7.08784e-05,7.08784e-05
50,5335.08,0.21663,0.641,0.78729,0.99836,1,0.995,0.98281,0.20299,0.25046,0.73056,4.25842e-05,4.25842e-05,4.25842e-05
