                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     12,                0.77883,                 1.5225,                0.87668,                 0.5761,                0.72774,                0.77474,                0.66026,                0.70343,                  1.404,                0.84926,             0.00054938,             0.00054938,             0.00054938
                     13,                0.72809,                 1.4106,                0.85404,                0.62488,                0.74951,                0.78043,                0.66854,                0.68677,                 1.3749,                0.85197,              0.0005425,              0.0005425,              0.0005425
                     14,                0.74356,                 1.3963,                 0.8665,                0.70321,                0.80115,                0.82089,                0.70484,                0.66038,                 1.1195,                0.85189,             0.00053563,             0.00053563,             0.00053563
                     15,                0.67558,                 1.2975,                0.85072,                0.82158,                0.76584,                0.85343,                0.72546,                0.69487,                 1.0862,                0.85631,             0.00052875,             0.00052875,             0.00052875
                     16,                0.69398,                 1.3006,                0.85396,                0.79304,                0.80999,                0.86805,                0.74618,                0.66107,                0.92199,                0.84735,             0.00052188,             0.00052188,             0.00052188
                     17,                0.70449,                  1.164,                0.86163,                0.71104,                0.86366,                0.86749,                0.74959,                0.67187,                0.95856,                0.84988,               0.000515,               0.000515,               0.000515
                     18,                0.69573,                 1.1324,                0.84951,                 0.7304,                0.88447,                0.89321,                0.77141,                0.63824,                0.82509,                0.84689,             0.00050813,             0.00050813,             0.00050813
                     19,                0.68985,                 1.1257,                0.84772,                0.87571,                0.79629,                0.89315,                0.77983,                0.60843,                0.88966,                0.84342,             0.00050125,             0.00050125,             0.00050125
                     20,                0.65059,                 1.0784,                0.84469,                 0.8125,                0.88079,                0.93459,                 0.8077,                 0.6187,                0.87532,                0.84831,             0.00049437,             0.00049437,             0.00049437
                     21,                0.61827,                 1.0755,                0.83816,                0.83139,                0.92011,                0.96298,                0.83804,                0.58587,                0.79735,                 0.8324,              0.0004875,              0.0004875,              0.0004875
                     22,                0.63914,                 1.0191,                0.83481,                 0.8291,                0.93587,                0.94319,                0.82177,                0.60471,                0.76065,                0.83816,             0.00048062,             0.00048062,             0.00048062
                     23,                0.63326,                 0.9602,                0.83221,                0.85512,                0.92288,                0.93847,                0.82577,                0.59365,                0.76176,                0.83277,             0.00047375,             0.00047375,             0.00047375
                     24,                0.62812,                 1.0102,                0.84385,                0.88059,                0.91724,                 0.9572,                 0.8362,                 0.5822,                0.71972,                0.82971,             0.00046688,             0.00046688,             0.00046688
                     25,                0.62936,                0.98895,                0.83956,                 0.8847,                0.87867,                0.93785,                 0.8101,                0.60666,                0.79392,                0.83492,                0.00046,                0.00046,                0.00046
                     26,                0.64115,                0.94422,                0.84371,                0.88193,                0.89823,                0.93427,                  0.815,                 0.5772,                 0.7322,                0.83194,             0.00045312,             0.00045312,             0.00045312
                     27,                0.62387,                0.91994,                0.83501,                0.91426,                0.91083,                0.95889,                0.83456,                0.57839,                0.64494,                0.82928,             0.00044625,             0.00044625,             0.00044625
                     28,                0.65309,                0.91564,                0.84524,                0.92153,                0.95618,                0.97503,                 0.8451,                0.59044,                0.60918,                0.83252,             0.00043937,             0.00043937,             0.00043937
                     29,                0.63212,                0.88317,                0.84143,                0.89689,                0.95983,                0.97702,                0.85602,                0.59241,                0.59204,                 0.8368,              0.0004325,              0.0004325,              0.0004325
                     30,                0.63163,                0.83608,                0.84063,                0.92197,                0.94028,                0.97008,                0.83575,                0.65987,                0.61966,                0.84625,             0.00042563,             0.00042563,             0.00042563
                     31,                0.61633,                0.83896,                0.84284,                0.95041,                0.96286,                0.98453,                0.86059,                0.57876,                0.57708,                0.83035,             0.00041875,             0.00041875,             0.00041875
                     32,                0.61377,                0.84598,                0.83617,                0.95841,                0.95391,                0.97873,                0.85885,                0.57093,                0.57591,                0.82797,             0.00041188,             0.00041188,             0.00041188
                     33,                0.60865,                0.84318,                0.83741,                0.92078,                0.97289,                0.97042,                0.84047,                0.58652,                0.58441,                0.83009,               0.000405,               0.000405,               0.000405
                     34,                0.60403,                0.77815,                0.83837,                0.94051,                0.95409,                   0.97,                0.85721,                0.55029,                0.57673,                0.82527,             0.00039813,             0.00039813,             0.00039813
                     35,                0.59072,                0.78774,                0.82558,                0.93308,                 0.9452,                 0.9652,                0.85196,                0.55866,                0.58674,                0.82248,             0.00039125,             0.00039125,             0.00039125
                     36,                0.58886,                0.77449,                0.82837,                0.95349,                0.97862,                0.98268,                0.87404,                 0.5425,                0.51175,                0.82331,             0.00038438,             0.00038438,             0.00038438
                     37,                0.58033,                0.79675,                0.83474,                0.97072,                0.95879,                0.98326,                0.87214,                 0.5241,                0.51062,                 0.8181,              0.0003775,              0.0003775,              0.0003775
                     38,                0.56869,                0.73245,                0.83465,                0.97579,                0.96794,                0.98134,                0.86986,                0.51458,                0.48328,                0.81705,             0.00037062,             0.00037062,             0.00037062
                     39,                0.56813,                0.75672,                0.83399,                 0.9667,                0.98234,                0.98179,                0.86099,                0.55598,                0.48806,                0.82355,             0.00036375,             0.00036375,             0.00036375
                     40,                0.56119,                0.72025,                0.82122,                0.96136,                0.98576,                0.98094,                0.87762,                0.52451,                0.48747,                0.81891,             0.00035687,             0.00035687,             0.00035687
                     41,                0.55647,                0.68541,                 0.8271,                0.96338,                0.97519,                0.98122,                0.87236,                  0.514,                0.46844,                0.81705,                0.00035,                0.00035,                0.00035
                     42,                0.54151,                 0.7314,                0.82178,                0.95894,                0.96655,                0.98601,                0.87431,                0.53855,                0.51175,                0.81881,             0.00034313,             0.00034313,             0.00034313
                     43,                0.55791,                0.68077,                0.82859,                0.96505,                0.98008,                0.98593,                0.87681,                0.51435,                0.45231,                  0.817,             0.00033625,             0.00033625,             0.00033625
                     44,                0.54543,                0.72078,                0.82914,                0.96411,                0.98373,                0.98658,                0.88506,                0.50565,                  0.496,                0.81868,             0.00032937,             0.00032937,             0.00032937
                     45,                0.54958,                0.71982,                0.83478,                0.96475,                 0.9671,                0.98806,                0.88307,                0.50715,                0.47966,                 0.8158,              0.0003225,              0.0003225,              0.0003225
                     46,                0.53283,                0.68659,                0.82502,                0.97031,                0.98177,                0.98692,                0.87776,                0.52026,                0.43599,                 0.8185,             0.00031562,             0.00031562,             0.00031562
                     47,                0.52853,                0.66553,                0.82019,                0.92947,                0.99219,                0.98458,                0.87536,                0.54099,                0.45093,                0.82515,             0.00030875,             0.00030875,             0.00030875
                     48,                0.54843,                0.69601,                0.82844,                 0.9455,                0.98882,                0.98614,                0.88453,                0.50359,                0.46855,                0.81574,             0.00030188,             0.00030188,             0.00030188
                     49,                0.56014,                0.69818,                0.82852,                0.96838,                0.99064,                0.98681,                0.88649,                0.50466,                0.45276,                0.81305,               0.000295,               0.000295,               0.000295
                     50,                0.53694,                0.64404,                0.82943,                 0.9702,                0.98327,                0.98402,                0.88274,                0.50589,                 0.4407,                0.81454,             0.00028813,             0.00028813,             0.00028813
                     51,                0.54604,                0.66029,                0.83216,                0.95623,                0.98387,                0.98397,                0.88627,                0.48645,                 0.4722,                0.81206,             0.00028125,             0.00028125,             0.00028125
                     52,                0.53608,                0.63342,                0.82427,                0.98084,                0.98111,                0.98357,                0.88433,                0.48314,                0.44527,                0.81367,             0.00027437,             0.00027437,             0.00027437
                     53,                0.52475,                0.66637,                0.82448,                0.96464,                0.98388,                0.98543,                0.88695,                0.48811,                0.42747,                0.81204,              0.0002675,              0.0002675,              0.0002675
                     54,                0.55417,                 0.6508,                 0.8217,                0.96653,                0.98732,                0.98694,                0.88708,                0.49627,                0.43725,                 0.8126,             0.00026063,             0.00026063,             0.00026063
                     55,                0.52983,                0.64781,                0.82454,                0.96567,                0.98862,                0.98875,                0.89209,                0.48562,                0.42566,                 0.8109,             0.00025375,             0.00025375,             0.00025375
                     56,                0.53655,                0.61947,                0.82258,                 0.9751,                0.98167,                0.98764,                0.87389,                0.50995,                0.44091,                0.81742,             0.00024687,             0.00024687,             0.00024687
                     57,                0.53508,                0.68962,                0.82907,                0.96275,                 0.9918,                0.98782,                0.88912,                0.47502,                0.41981,                0.81062,                0.00024,                0.00024,                0.00024
                     58,                 0.5344,                0.65797,                0.82898,                0.97555,                0.97873,                0.98985,                0.89125,                0.49448,                0.40834,                0.81411,             0.00023313,             0.00023313,             0.00023313
                     59,                0.50872,                0.60308,                0.82536,                0.95594,                0.99365,                0.98926,                0.89475,                0.48507,                0.41624,                0.80913,             0.00022625,             0.00022625,             0.00022625
                     60,                 0.5175,                0.60013,                0.82273,                0.95116,                0.99162,                0.98856,                0.89914,                0.48085,                 0.4038,                 0.8085,             0.00021937,             0.00021937,             0.00021937
                     61,                0.52008,                0.62199,                0.81867,                0.97918,                0.97687,                0.98946,                0.88997,                0.49262,                0.42614,                0.80972,              0.0002125,              0.0002125,              0.0002125
                     62,                 0.5148,                0.59982,                0.82288,                0.97912,                0.98337,                0.98948,                0.89292,                0.47382,                0.41385,                0.80739,             0.00020562,             0.00020562,             0.00020562
                     63,                0.51191,                0.60509,                0.82393,                0.97847,                0.98029,                 0.9892,                0.90151,                0.46831,                0.41876,                0.80842,             0.00019875,             0.00019875,             0.00019875
                     64,                0.49778,                0.56871,                0.81442,                0.97246,                0.98143,                 0.9901,                 0.8967,                0.46918,                 0.4121,                0.80713,             0.00019188,             0.00019188,             0.00019188
                     65,                0.48664,                0.58039,                0.81659,                0.97171,                0.98405,                0.98928,                0.89588,                 0.4652,                0.39906,                0.80716,               0.000185,               0.000185,               0.000185
                     66,                0.48653,                 0.5668,                0.81265,                0.98272,                0.98977,                0.99183,                0.89396,                 0.4889,                0.40502,                0.80889,             0.00017813,             0.00017813,             0.00017813
                     67,                0.50778,                 0.5958,                0.81402,                0.98442,                0.98866,                0.99182,                0.90433,                0.47823,                0.39996,                0.80938,             0.00017125,             0.00017125,             0.00017125
                     68,                0.49459,                0.59005,                0.81953,                 0.9832,                0.98875,                0.99202,                 0.9055,                0.46441,                0.39693,                0.80573,             0.00016437,             0.00016437,             0.00016437
                     69,                0.48821,                0.59267,                 0.8199,                 0.9848,                0.98981,                0.99208,                0.89931,                0.47147,                0.38934,                0.80931,              0.0001575,              0.0001575,              0.0001575
                     70,                0.50222,                0.59645,                0.82275,                0.98467,                 0.9869,                0.99208,                0.89748,                0.47664,                0.39577,                0.80887,             0.00015062,             0.00015062,             0.00015062
                     71,                0.49087,                0.58649,                0.81089,                0.98487,                0.98777,                0.99213,                 0.9033,                0.46937,                0.39537,                0.80683,             0.00014375,             0.00014375,             0.00014375
                     72,                0.49377,                0.58421,                0.81269,                0.98484,                0.98979,                0.99213,                0.90641,                0.46368,                 0.3887,                0.80722,             0.00013688,             0.00013688,             0.00013688
                     73,                0.47776,                0.56334,                0.82053,                0.98203,                0.99046,                0.99202,                0.90476,                0.46656,                0.39105,                0.80757,                0.00013,                0.00013,                0.00013
                     74,                0.49864,                0.56799,                0.82013,                0.98568,                0.98614,                0.99213,                0.89973,                0.47984,                 0.3885,                0.80804,             0.00012312,             0.00012312,             0.00012312
                     75,                0.50731,                0.60446,                0.81524,                0.98528,                0.98653,                0.99217,                0.89748,                0.47446,                0.37782,                0.80802,             0.00011625,             0.00011625,             0.00011625
                     76,                  0.487,                0.56357,                0.81803,                0.98469,                 0.9857,                0.99225,                0.90327,                0.46373,                0.38817,                0.80564,             0.00010937,             0.00010937,             0.00010937
                     77,                0.46171,                0.55644,                0.81502,                0.98351,                 0.9848,                0.99222,                0.90587,                0.46289,                0.39092,                0.80446,              0.0001025,              0.0001025,              0.0001025
                     78,                0.48632,                 0.5959,                0.81589,                0.98248,                0.99167,                0.99222,                0.90669,                0.45469,                0.38893,                0.80414,             9.5625e-05,             9.5625e-05,             9.5625e-05
                     79,                0.48719,                0.55384,                0.82352,                0.98534,                0.99318,                0.99225,                0.90823,                0.45076,                0.37763,                0.80418,              8.875e-05,              8.875e-05,              8.875e-05
                     80,                0.46872,                 0.5503,                0.81597,                0.98496,                0.99444,                0.99243,                0.90548,                0.45629,                0.37358,                0.80509,             8.1875e-05,             8.1875e-05,             8.1875e-05
                     81,                 0.4557,                0.54469,                0.80976,                0.98519,                0.99391,                0.99243,                0.90396,                0.46327,                0.37896,                0.80682,                7.5e-05,                7.5e-05,                7.5e-05
                     82,                0.44343,                  0.523,                 0.8035,                0.99053,                 0.9904,                0.99243,                0.90442,                0.45041,                0.38107,                0.80351,             6.8125e-05,             6.8125e-05,             6.8125e-05
                     83,                0.43695,                0.50352,                0.81091,                 0.9915,                0.98939,                 0.9924,                 0.9016,                0.46471,                0.38454,                0.80407,              6.125e-05,              6.125e-05,              6.125e-05
                     84,                0.42453,                0.54497,                0.81289,                0.98805,                 0.9869,                0.99243,                0.90923,                0.45822,                0.38042,                0.80451,             5.4375e-05,             5.4375e-05,             5.4375e-05
                     85,                0.44031,                0.51525,                0.81271,                0.98307,                0.99147,                 0.9925,                0.90439,                0.46236,                0.38553,                0.80484,               4.75e-05,               4.75e-05,               4.75e-05
                     86,                 0.4354,                0.55645,                0.80733,                0.98409,                0.99164,                0.99266,                0.90652,                0.46885,                0.38193,                0.80517,             4.0625e-05,             4.0625e-05,             4.0625e-05
                     87,                0.43687,                0.60133,                0.80971,                0.98262,                0.99286,                0.99258,                0.90943,                0.45727,                0.37406,                0.80467,              3.375e-05,              3.375e-05,              3.375e-05
                     88,                0.42208,                0.48623,                0.80421,                0.98212,                0.99335,                0.99246,                0.91172,                0.45165,                0.37359,                0.80363,             2.6875e-05,             2.6875e-05,             2.6875e-05
                     89,                0.44282,                 0.5621,                 0.8014,                0.98182,                0.99348,                0.99246,                0.91387,                 0.4504,                0.37449,                0.80316,                  2e-05,                  2e-05,                  2e-05
                     90,                 0.4234,                0.51831,                0.79677,                0.98185,                0.99345,                0.99243,                 0.9135,                0.45033,                0.37196,                0.80376,             1.3125e-05,             1.3125e-05,             1.3125e-05
