                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 2.0528,                 4.7942,                 3.8445,                0.00333,                      1,                0.00643,                0.00233,                   1.71,                 5.5472,                 3.3497,                0.00022,                0.00022,                0.00022
                      2,                 1.6817,                 4.2928,                 3.6351,                0.00286,                0.85714,                0.00615,                0.00238,                 1.4496,                 5.1659,                 3.1779,              0.0002323,              0.0002323,              0.0002323
