epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
44,4161.18,0.42451,0.80257,0.83373,0.98383,0.98716,0.9859,0.88938,0.47445,0.38105,0.86242,0.000244911,0.000244911,0.000244911
45,4265.82,0.41388,0.78645,0.8347,0.9823,0.9863,0.98508,0.89114,0.44784,0.36916,0.85258,0.000236071,0.000236071,0.000236071
46,4353.2,0.39988,0.85879,0.83083,0.97836,0.98673,0.98702,0.89175,0.45768,0.37749,0.8596,0.000227232,0.000227232,0.000227232
47,4439.11,0.40653,0.75892,0.83472,0.97931,0.98749,0.98577,0.89519,0.4569,0.38146,0.85373,0.000218393,0.000218393,0.000218393
48,4547.59,0.4135,0.71599,0.83146,0.97934,0.98714,0.98383,0.89353,0.45302,0.37766,0.85135,0.000209554,0.000209554,0.000209554
49,4642.02,0.40464,0.76551,0.83111,0.98186,0.98632,0.98372,0.88856,0.46241,0.37739,0.85189,0.000200714,0.000200714,0.000200714
50,4730.08,0.39266,0.70563,0.83048,0.9856,0.98729,0.98444,0.89339,0.44534,0.36371,0.84928,0.000191875,0.000191875,0.000191875
51,4829.73,0.40732,0.79428,0.83545,0.98682,0.98775,0.98518,0.8964,0.44871,0.36411,0.85164,0.000183036,0.000183036,0.000183036
52,4921.5,0.39082,0.6445,0.83251,0.98781,0.98846,0.98592,0.89661,0.44899,0.35665,0.84859,0.000174196,0.000174196,0.000174196
53,5012.81,0.391,0.65563,0.8277,0.98704,0.98853,0.98615,0.90152,0.4404,0.354,0.84864,0.000165357,0.000165357,0.000165357
54,5117.37,0.38993,0.69346,0.82465,0.98806,0.98819,0.98627,0.90173,0.44613,0.36129,0.84999,0.000156518,0.000156518,0.000156518
55,5208.5,0.37983,0.67788,0.82723,0.98459,0.98964,0.98687,0.90167,0.43611,0.34358,0.84694,0.000147679,0.000147679,0.000147679
56,5300.91,0.37862,0.73951,0.81926,0.98649,0.98728,0.98587,0.90187,0.44504,0.35156,0.85538,0.000138839,0.000138839,0.000138839
57,5402.25,0.37983,0.70473,0.82766,0.98475,0.99027,0.98546,0.89615,0.44879,0.36105,0.84957,0.00013,0.00013,0.00013
58,5501.04,0.36415,0.65372,0.81481,0.98674,0.98925,0.98529,0.90077,0.43955,0.34187,0.85275,0.000121161,0.000121161,0.000121161
59,5591.77,0.37472,0.70292,0.81537,0.98753,0.98866,0.98612,0.90605,0.42999,0.34778,0.84692,0.000112321,0.000112321,0.000112321
60,5691.51,0.36727,0.63533,0.81789,0.98738,0.98867,0.98693,0.90539,0.43132,0.34276,0.84919,0.000103482,0.000103482,0.000103482
61,5807.41,0.35267,0.96821,0.81833,0.98578,0.98951,0.98595,0.90043,0.44811,0.33898,0.85537,9.46429e-05,9.46429e-05,9.46429e-05
62,5892.25,0.35639,0.94981,0.81263,0.98717,0.98687,0.98713,0.89542,0.45119,0.34614,0.85235,8.58036e-05,8.58036e-05,8.58036e-05
63,5982.41,0.35071,0.94933,0.82498,0.98783,0.98741,0.98616,0.89812,0.45234,0.34511,0.85402,7.69643e-05,7.69643e-05,7.69643e-05
64,6072.66,0.35477,0.9162,0.81095,0.9877,0.98986,0.98641,0.89726,0.44468,0.34094,0.85227,6.8125e-05,6.8125e-05,6.8125e-05
65,6156.82,0.32649,0.8539,0.80807,0.98687,0.9901,0.98643,0.89902,0.44331,0.3411,0.84989,5.92857e-05,5.92857e-05,5.92857e-05
66,6255.25,0.31382,0.82642,0.80457,0.98646,0.98942,0.98641,0.89932,0.44276,0.3437,0.84936,5.04464e-05,5.04464e-05,5.04464e-05
67,6345.7,0.32193,0.86282,0.80868,0.98616,0.9891,0.98644,0.89438,0.44885,0.34627,0.85139,4.16071e-05,4.16071e-05,4.16071e-05
68,6425.47,0.33075,0.91247,0.8047,0.98533,0.98899,0.98645,0.89736,0.44248,0.34006,0.85118,3.27679e-05,3.27679e-05,3.27679e-05
69,6522.01,0.3173,0.82077,0.80097,0.98587,0.98939,0.98627,0.89674,0.43704,0.33819,0.84909,2.39286e-05,2.39286e-05,2.39286e-05
70,6608.29,0.31662,0.85785,0.80466,0.98557,0.98955,0.98606,0.89657,0.43378,0.3362,0.84767,1.50893e-05,1.50893e-05,1.50893e-05
