epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
28,3235.29,0.44805,0.775,0.82695,0.98922,0.98745,0.98942,0.90171,0.43558,0.33068,0.80946,0.000343687,0.000343687,0.000343687
29,3352.94,0.44733,0.70911,0.82144,0.9858,0.98211,0.98962,0.90571,0.42701,0.34429,0.8083,0.000335824,0.000335824,0.000335824
30,3480.42,0.45263,0.71662,0.83166,0.98813,0.98308,0.98927,0.91388,0.41872,0.32763,0.80566,0.000327961,0.000327961,0.000327961
31,3592.06,0.4451,0.75369,0.82741,0.97542,0.98549,0.98789,0.90623,0.42458,0.32872,0.8101,0.000320097,0.000320097,0.000320097
32,3715.8,0.43776,0.70104,0.82707,0.99037,0.98754,0.98899,0.91339,0.42216,0.31442,0.80819,0.000312234,0.000312234,0.000312234
33,3842.1,0.44462,0.63584,0.82164,0.98887,0.98394,0.98833,0.90707,0.42565,0.31854,0.81219,0.00030437,0.00030437,0.00030437
34,3961.84,0.45357,0.65425,0.82033,0.98938,0.98952,0.98823,0.9113,0.40667,0.30796,0.80554,0.000296507,0.000296507,0.000296507
35,4053.01,0.42058,0.70124,0.81473,0.9888,0.98937,0.98735,0.91382,0.40611,0.29935,0.80453,0.000288643,0.000288643,0.000288643
36,4162.18,0.4284,0.64723,0.82026,0.98966,0.98817,0.9883,0.91379,0.40073,0.31158,0.80412,0.00028078,0.00028078,0.00028078
37,4277.19,0.41862,0.63769,0.82315,0.99075,0.98836,0.98992,0.91509,0.39429,0.29579,0.80182,0.000272917,0.000272917,0.000272917
38,4401.7,0.41774,0.61772,0.81774,0.99037,0.98812,0.98813,0.91498,0.3858,0.29801,0.80102,0.000265053,0.000265053,0.000265053
39,4520.29,0.4153,0.61661,0.81745,0.98996,0.98912,0.98857,0.91405,0.40451,0.29448,0.80624,0.00025719,0.00025719,0.00025719
40,4672.4,0.41522,0.60443,0.81887,0.98662,0.98856,0.98803,0.91726,0.3954,0.30099,0.8052,0.000249326,0.000249326,0.000249326
41,4786.28,0.41169,0.58689,0.81968,0.99281,0.98618,0.98744,0.91169,0.40195,0.29659,0.80595,0.000241463,0.000241463,0.000241463
42,4896.49,0.40424,0.6031,0.81687,0.98854,0.98676,0.98852,0.9148,0.40451,0.29503,0.80532,0.000233599,0.000233599,0.000233599
43,5015.39,0.40498,0.57645,0.81791,0.99113,0.9915,0.98888,0.92037,0.39355,0.28617,0.80322,0.000225736,0.000225736,0.000225736
44,5114.81,0.39939,0.63865,0.81726,0.9873,0.98898,0.98916,0.91641,0.39276,0.28919,0.80346,0.000217873,0.000217873,0.000217873
45,5208.73,0.39872,0.61973,0.81409,0.9912,0.98737,0.98959,0.92111,0.3891,0.28642,0.80208,0.000210009,0.000210009,0.000210009
46,5319.8,0.39533,0.55151,0.80776,0.99167,0.98738,0.98884,0.91819,0.39054,0.28066,0.8026,0.000202146,0.000202146,0.000202146
47,5419.73,0.39785,0.57529,0.81615,0.99241,0.98892,0.98781,0.91922,0.38195,0.2773,0.80091,0.000194282,0.000194282,0.000194282
48,5544.96,0.38558,0.52193,0.81052,0.9929,0.98846,0.98831,0.92454,0.37807,0.27136,0.80319,0.000186419,0.000186419,0.000186419
49,5667.43,0.39221,0.58644,0.80527,0.99129,0.98806,0.98922,0.9199,0.39093,0.28676,0.80616,0.000178555,0.000178555,0.000178555
50,5776.46,0.38231,0.54851,0.81331,0.99132,0.98791,0.9894,0.92138,0.38333,0.27462,0.80269,0.000170692,0.000170692,0.000170692
51,5896.9,0.38871,0.55933,0.81527,0.99166,0.98789,0.98874,0.92299,0.3825,0.27273,0.80494,0.000162829,0.000162829,0.000162829
52,6008.27,0.38136,0.55108,0.81136,0.99154,0.98915,0.98901,0.92144,0.37604,0.2724,0.8022,0.000154965,0.000154965,0.000154965
53,6113.86,0.3912,0.52378,0.81377,0.99243,0.99008,0.9882,0.92266,0.37308,0.26643,0.80032,0.000147102,0.000147102,0.000147102
54,6237.72,0.37293,0.54336,0.8043,0.99358,0.98724,0.98805,0.9239,0.37008,0.27251,0.79995,0.000139238,0.000139238,0.000139238
55,6323.29,0.35733,0.53596,0.80499,0.99329,0.99001,0.98948,0.92637,0.3695,0.26163,0.79964,0.000131375,0.000131375,0.000131375
56,6421.32,0.36826,0.53698,0.80871,0.9926,0.98887,0.98969,0.92447,0.37271,0.27198,0.79893,0.000123511,0.000123511,0.000123511
57,6515.61,0.36256,0.51904,0.80888,0.99182,0.98768,0.98803,0.9295,0.36746,0.25924,0.79885,0.000115648,0.000115648,0.000115648
58,6608.36,0.36058,0.51278,0.80839,0.99295,0.98917,0.98833,0.92861,0.36679,0.26389,0.79884,0.000107785,0.000107785,0.000107785
59,6707.32,0.35161,0.48087,0.80274,0.99294,0.98883,0.98843,0.9279,0.36217,0.25941,0.79826,9.99211e-05,9.99211e-05,9.99211e-05
60,6806.18,0.35794,0.47473,0.80036,0.99317,0.98723,0.9886,0.92941,0.3647,0.26291,0.79899,9.20577e-05,9.20577e-05,9.20577e-05
61,6915.83,0.35735,0.57356,0.80357,0.99238,0.98739,0.9878,0.92716,0.36101,0.26261,0.79829,8.41943e-05,8.41943e-05,8.41943e-05
62,7004.89,0.33586,0.6425,0.80406,0.99206,0.98847,0.98722,0.92711,0.36067,0.25603,0.79877,7.63309e-05,7.63309e-05,7.63309e-05
63,7096.2,0.33343,0.61452,0.79328,0.99247,0.9873,0.9874,0.93022,0.3628,0.26207,0.79874,6.84674e-05,6.84674e-05,6.84674e-05
64,7171.29,0.329,0.64059,0.78878,0.99286,0.98718,0.98797,0.92978,0.35522,0.25405,0.79707,6.0604e-05,6.0604e-05,6.0604e-05
65,7259.09,0.31514,0.62339,0.79254,0.99291,0.98714,0.98799,0.9291,0.36124,0.25498,0.79789,5.27406e-05,5.27406e-05,5.27406e-05
66,7350.74,0.31725,0.54438,0.78673,0.99343,0.9861,0.98781,0.92888,0.36208,0.25513,0.79777,4.48771e-05,4.48771e-05,4.48771e-05
67,7444.6,0.32416,0.57409,0.79139,0.99362,0.98625,0.98772,0.93109,0.35624,0.25208,0.79798,3.70137e-05,3.70137e-05,3.70137e-05
68,7534.52,0.31284,0.5688,0.78906,0.9933,0.98649,0.98801,0.93487,0.35367,0.25115,0.79744,2.91503e-05,2.91503e-05,2.91503e-05
69,7628.35,0.30646,0.54207,0.79803,0.99314,0.98664,0.98801,0.93323,0.35445,0.24871,0.7976,2.12869e-05,2.12869e-05,2.12869e-05
70,7715.45,0.30125,0.58832,0.7825,0.99317,0.98661,0.98762,0.93252,0.35671,0.2491,0.79777,1.34234e-05,1.34234e-05,1.34234e-05
